Rank,Released Worldwide,Title,Worldwide Box Office,Domestic box officce,International Box Office
"36,547",2021,Castle Falls,"$2,643",,"$2,643"
"36,548",2023,Musical The Devil (뮤지컬 더 데빌 2018)…,"$2,643",,"$2,643"
"36,549",2013,Come Out and Play,"$2,638","$2,638",
"36,550",2019,Los miembros de la familia,"$2,638",,"$2,638"
"36,551",1964,Il vangelo secondo Matteo,"$2,637",,"$2,637"
"36,552",2023,Neelavelicham,"$2,637",,"$2,637"
"36,553",2020,Totul nu va fi bine,"$2,635",,"$2,635"
"36,554",2015,Body,"$2,634","$2,634",
"36,555",2019,Atenas,"$2,632",,"$2,632"
"36,556",2022,Para que sirven las canciones de amor,"$2,632",,"$2,632"
"36,557",2019,Alpha: The Right to Kill,"$2,631",,"$2,631"
"36,558",2024,Living as Summer Flower (李夏·在路上)…,"$2,631",,"$2,631"
"36,559",2021,URtzen,"$2,630",,"$2,630"
"36,560",1970,Mandabi,"$2,628",,"$2,628"
"36,561",2018,The Impure,"$2,625",,"$2,625"
"36,562",2004,Martin Scorsese Presents: The Blues,"$2,624",,"$2,624"
"36,563",2006,Calvaire,"$2,623","$2,623",
"36,564",2018,ACORN and the Firestorm,"$2,621","$2,621",
"36,565",2015,Dai leung to sa,"$2,621",,"$2,621"
"36,566",2019,Mar,"$2,620",,"$2,620"
"36,567",2019,Kalavani 2,"$2,619",,"$2,619"
"36,568",2023,Tsuki wa noborinu,"$2,619",,"$2,619"
"36,569",2023,Mr. Jimmy,"$2,619",,"$2,619"
"36,570",2010,Boogie Woogie,"$2,618","$2,618",
"36,571",2017,Sofichka,"$2,617",,"$2,617"
"36,572",2002,Bahía mágica,"$2,614",,"$2,614"
"36,573",2013,Lectura Según Justino,"$2,614",,"$2,614"
"36,574",2017,Ulideului Ilgi,"$2,613",,"$2,613"
"36,575",2023,Dejar: Cin Vahseti,"$2,613",,"$2,613"
"36,576",2004,Ein Leben lang kurze Hosen tragen,"$2,609","$2,609",
"36,577",2002,My Kingdom,"$2,607","$2,607",
"36,578",2015,Limbo,"$2,607",,"$2,607"
"36,579",2019,Anandi Gopal,"$2,605",,"$2,605"
"36,580",2021,El Metido,"$2,605",,"$2,605"
"36,581",2023,Farhana,"$2,605",,"$2,605"
"36,582",2017,6.9 pe scara Richter,"$2,604",,"$2,604"
"36,583",1965,Onna Bakari No Yoru,"$2,604",,"$2,604"
"36,584",2013,Sparrows Dance,"$2,602","$2,602",
"36,585",2023,Lincessa. Los silencios del bosque,"$2,602",,"$2,602"
"36,586",2007,Summercamp!,"$2,600","$2,600",
"36,587",2021,Below the Fold,"$2,600","$2,600",
"36,588",2013,Last Flight of the Champion,"$2,597","$2,597",
"36,589",2023,"Riona, La Tierra de los Mil Vinos","$2,597",,"$2,597"
"36,590",2022,La mancha negra,"$2,596",,"$2,596"
"36,591",2001,On Hostile Ground,"$2,595","$2,595",
"36,592",2021,Cicada,"$2,593",,"$2,593"
"36,593",2022,Mahapurush,"$2,593",,"$2,593"
"36,594",2012,Carl,"$2,592","$2,592",
"36,595",2014,Jake Squared,"$2,592","$2,592",
"36,596",2020,Rockfield: The Studio on the Farm,"$2,592",,"$2,592"
"36,597",2022,Ottu,"$2,589",,"$2,589"
"36,598",2019,Danmarks sønner,"$2,584",,"$2,584"
"36,599",2017,Take Me,"$2,583","$2,583",
"36,600",2015,Ramta Jogi,"$2,580",,"$2,580"
"36,601",2018,Impulso,"$2,580",,"$2,580"
"36,602",1989,El Vuelo de la Paloma,"$2,579",,"$2,579"
"36,603",2019,Siddah,"$2,578",,"$2,578"
"36,604",2004,Stella Street,"$2,574","$2,574",
"36,605",2020,Mr. Soul!,"$2,574",,"$2,574"
"36,606",2015,Amorous,"$2,573",,"$2,573"
"36,607",2017,Héroe Corriente,"$2,572",,"$2,572"
"36,608",2015,Hayride 2,"$2,571","$2,571",
"36,609",2016,Defne'nin Bir Mevsimi,"$2,570",,"$2,570"
"36,610",2016,Homme Less,"$2,569",,"$2,569"
"36,611",2016,Pojkarna,"$2,568",,"$2,568"
"36,612",2001,Tell Me Something,"$2,567","$2,567",
"36,613",1993,Khuda Gawah,"$2,567","$2,567",
"36,614",2022,Jalsaghar,"$2,563",,"$2,563"
"36,615",2020,74-sai no Perikan wa pan o uru.,"$2,561",,"$2,561"
"36,616",2016,Oru Muthassi Gadha,"$2,560",,"$2,560"
"36,617",2016,Kids in Love,"$2,559",,"$2,559"
"36,618",2017,Kaze ni Nureta Onna,"$2,556",,"$2,556"
"36,619",2014,Refuge,"$2,554","$2,554",
"36,620",2019,Durj,"$2,554",,"$2,554"
"36,621",2020,Bergmál,"$2,553",,"$2,553"
"36,622",2011,Hasta la Vista,"$2,553",,"$2,553"
"36,623",2022,MK Ultra,"$2,553",,"$2,553"
"36,624",2008,Solstice,"$2,552",,"$2,552"
"36,625",2016,Light Years,"$2,551",,"$2,551"
"36,626",1983,Dans la ville blanche,"$2,551",,"$2,551"
"36,627",2023,Thuramukham,"$2,550",,"$2,550"
"36,628",2023,Medal,"$2,549",,"$2,549"
"36,629",2019,The Brave,"$2,548",,"$2,548"
"36,630",2021,Traidores,"$2,548",,"$2,548"
"36,631",1958,All Mine to Give,"$2,545",,"$2,545"
"36,632",1956,French Cancan,"$2,544",,"$2,544"
"36,633",2020,A Stormy Night,"$2,541",,"$2,541"
"36,634",2022,ossakhan donggeo (오싹한 동거),"$2,541",,"$2,541"
"36,635",2014,Two-Bit Waltz,"$2,540","$2,540",
"36,636",2017,Miles,"$2,537","$2,537",
"36,637",2016,Com Um Pouco de Fé,"$2,536",,"$2,536"
"36,638",2002,The First $20 Million,"$2,535","$2,535",
"36,639",2015,Elle l'adore,"$2,535",,"$2,535"
"36,640",2021,Ieșirea trenurilor din gară,"$2,535",,"$2,535"
"36,641",2023,Mem Famous,"$2,534",,"$2,534"
"36,642",2015,Drake's Homecoming: The Lost Footage,"$2,530",,"$2,530"
"36,643",2016,Darra,"$2,530",,"$2,530"
"36,644",2020,A Impossibilidade de Estar Só,"$2,530",,"$2,530"
"36,645",2007,Niwemang,"$2,528","$2,528",
"36,646",1959,Deux hommes dans Manhattan,"$2,528",,"$2,528"
"36,647",2018,Los Vagos,"$2,523",,"$2,523"
"36,648",2022,Sita - A vida e o tempo de Sita Valles,"$2,523",,"$2,523"
"36,649",2017,Viraam,"$2,522",,"$2,522"
"36,650",2020,Cuerdas,"$2,519",,"$2,519"
"36,651",2017,Mr. Kabaadi,"$2,518",,"$2,518"
"36,652",2018,Australian National Theatre Live: Away,"$2,518",,"$2,518"
"36,653",2004,Risk/Reward,"$2,517","$2,517",
"36,654",2018,¡Yallah! ¡Yallah!,"$2,517",,"$2,517"
"36,655",2020,Ajeeb Ittefaq,"$2,517",,"$2,517"
"36,656",2014,Two Men in Town,"$2,514",,"$2,514"
"36,657",2018,The Wedding,"$2,513",,"$2,513"
"36,658",2021,DAU. Natasha,"$2,513",,"$2,513"
"36,659",2017,Tramontane,"$2,511",,"$2,511"
"36,660",2020,Lynn + Lucy,"$2,511",,"$2,511"
"36,661",2017,Düs Kirginlari,"$2,510",,"$2,510"
"36,662",2004,Swing,"$2,509","$2,509",
"36,663",2017,Condemned to Remember,"$2,508",,"$2,508"
"36,664",2019,Pear Blossom,"$2,508",,"$2,508"
"36,665",2018,Praça Paris,"$2,507",,"$2,507"
"36,666",2022,Sünnet Çocuğu,"$2,507",,"$2,507"
"36,667",2023,Bobby’s Intermission,"$2,507","$2,507",
"36,668",2018,Cuando Brillan las Estrellas,"$2,506",,"$2,506"
"36,669",2018,Pendular,"$2,505",,"$2,505"
"36,670",2018,Belmonte,"$2,504",,"$2,504"
"36,671",2021,Callejeras,"$2,503",,"$2,503"
"36,672",2016,Mekong Hotel,"$2,502","$2,502",
"36,673",2001,Rat,"$2,501","$2,501",
"36,674",2007,Believe,"$2,500","$2,500",
"36,675",2007,The Prisoner or: How I Planned to Kil…,"$2,500","$2,500",
"36,676",2002,Standing by Yourself,"$2,500","$2,500",
"36,677",2006,Mardi Gras: Made in China,"$2,500","$2,500",
"36,678",2011,About Fifty,"$2,500","$2,500",
"36,679",2014,Dinosaur 13,"$2,500","$2,500",
"36,680",2020,Luv Ni Love Storys,"$2,499",,"$2,499"
"36,681",2023,Semilla del Son,"$2,499",,"$2,499"
"36,682",2013,Axe Giant: The Wrath of Paul Bunyan,"$2,498","$2,498",
"36,683",2018,Roman,"$2,498",,"$2,498"
"36,684",2018,La otra piel,"$2,498",,"$2,498"
"36,685",2019,Winterlong,"$2,498",,"$2,498"
"36,686",2018,Toda esta sangre en el monte,"$2,496",,"$2,496"
"36,687",2022,Mefruh: Vahseti Cin,"$2,496",,"$2,496"
"36,688",2019,Here for Life,"$2,495",,"$2,495"
"36,689",2004,The Other World,"$2,494","$2,494",
"36,690",2006,Herbie Hancock: Possibilities,"$2,493","$2,493",
"36,691",2020,Yeoreumnal,"$2,493",,"$2,493"
"36,692",1960,Seishun zankoku monogatari,"$2,492",,"$2,492"
"36,693",2016,Homeland: Iraq Year Zero,"$2,491","$2,491",
"36,694",2023,Super Natural,"$2,490",,"$2,490"
"36,695",2023,Otta,"$2,489",,"$2,489"
"36,696",2023,Pacific Mother,"$2,487",,"$2,487"
"36,697",2006,Rank,"$2,485","$2,485",
"36,698",2020,El vino el mundo y nosotros,"$2,485",,"$2,485"
"36,699",2015,Racing Extinction,"$2,484",,"$2,484"
"36,700",2004,The Green Butchers,"$2,483","$2,483",
"36,701",2013,Men at Lunch,"$2,483","$2,483",
"36,702",2016,Thoppil Joppan,"$2,480",,"$2,480"
"36,703",2017,Gun Shy,"$2,480",,"$2,480"
"36,704",1988,Grave of the Fireflies (火垂るの墓),"$2,475",,"$2,475"
"36,705",2023,Mujeres Olvidadas,"$2,475",,"$2,475"
"36,706",2017,Isra en het magische boek,"$2,472",,"$2,472"
"36,707",2023,Bedurulanka 2012,"$2,471",,"$2,471"
"36,708",2023,Ganado o Desierto,"$2,471",,"$2,471"
"36,709",2022,Eduardo e Mônica,"$2,468",,"$2,468"
"36,710",2022,Petricor,"$2,467",,"$2,467"
"36,711",2018,Neither Wolf Nor Dog,"$2,466",,"$2,466"
"36,712",2009,Mein Fuhrer: The Truly Truest Truth A…,"$2,465","$2,465",
"36,713",2016,Nuo Lietuvos nepabėgsi,"$2,465",,"$2,465"
"36,714",2017,Prorub,"$2,465",,"$2,465"
"36,715",2019,TINY: The Life of Erin Blackwell,"$2,465","$2,465",
"36,716",2000,Running on the Sun,"$2,464","$2,464",
"36,717",2023,Anwar,"$2,462",,"$2,462"
"36,718",2019,Le choc du futur,"$2,461",,"$2,461"
"36,719",2022,Agua,"$2,461",,"$2,461"
"36,720",2022,Fără prelungiri,"$2,461",,"$2,461"
"36,721",2021,UFO seukechi,"$2,457",,"$2,457"
"36,722",2023,Hafreiat,"$2,456",,"$2,456"
"36,723",2015,Champs,"$2,455",,"$2,455"
"36,724",2022,Nitham Oru Vaanam,"$2,455",,"$2,455"
"36,725",2009,America Betrayed,"$2,450","$2,450",
"36,726",2017,Örümcek,"$2,445",,"$2,445"
"36,727",2017,Labirinty lyubvi,"$2,444",,"$2,444"
"36,728",2005,Happy Here and Now,"$2,443","$2,443",
"36,729",2001,Yom Yom,"$2,442","$2,442",
"36,730",2019,Partenonas,"$2,442",,"$2,442"
"36,731",2021,Bank Job,"$2,442",,"$2,442"
"36,732",2018,Natsamrat,"$2,441",,"$2,441"
"36,733",2020,Raj na zemi,"$2,441",,"$2,441"
"36,734",2005,The Rider Named Death,"$2,438","$2,438",
"36,735",2019,Ulan,"$2,437",,"$2,437"
"36,736",2023,Marco Polo,"$2,437",,"$2,437"
"36,737",2012,The Ghastly Love of Johnny X,"$2,436","$2,436",
"36,738",2009,Donne-moi la main,"$2,434","$2,434",
"36,739",2021,Arcadeología,"$2,434",,"$2,434"
"36,740",2023,Jang-e jahani sevom,"$2,434",,"$2,434"
"36,741",2001,W.I.S.O.R.,"$2,433","$2,433",
"36,742",2012,Why Stop Now,"$2,432","$2,432",
"36,743",2017,Tango en París. Recuerdos de Astor Pi…,"$2,432",,"$2,432"
"36,744",2017,Tetragrammaton,"$2,431",,"$2,431"
"36,745",2023,Muyeres,"$2,428",,"$2,428"
"36,746",2021,Perifèria,"$2,426",,"$2,426"
"36,747",2017,L.A. ‘92,"$2,425",,"$2,425"
"36,748",2022,Geoff Dixon: Portraits of Us,"$2,423",,"$2,423"
"36,749",2004,Firedancer,"$2,422","$2,422",
"36,750",2015,L.A. Slasher,"$2,421","$2,421",
"36,751",2016,Zhaleika,"$2,421",,"$2,421"
"36,752",2019,Behind the Scenes,"$2,419",,"$2,419"
"36,753",2024,The Blood of Desire (간신의 피),"$2,419",,"$2,419"
"36,754",2022,A virxe roxa,"$2,418",,"$2,418"
"36,755",2020,Horror Nights,"$2,415","$2,415",
"36,756",2023,The Bitter Tears of Petra von Kant,"$2,413",,"$2,413"
"36,757",2018,İyi ki Doğdun Abla,"$2,409",,"$2,409"
"36,758",2021,Minyan,"$2,408",,"$2,408"
"36,759",2022,Beyond the Reef,"$2,408",,"$2,408"
"36,760",2024,Mallari,"$2,408",,"$2,408"
"36,761",2021,Ninnila Ninnila,"$2,406",,"$2,406"
"36,762",2016,Ek Hazarachi Note,"$2,404","$2,404",
"36,763",2013,O Som ao Redor,"$2,404",,"$2,404"
"36,764",2016,The Incident,"$2,403",,"$2,403"
"36,765",2017,The Rally,"$2,403",,"$2,403"
"36,766",2019,Penny Slinger: Out Of The Shadows,"$2,401",,"$2,401"
"36,767",2018,Respirar,"$2,400",,"$2,400"
"36,768",2016,Rosso Mille Miglia,"$2,400",,"$2,400"
"36,769",2023,Uncle and House (合群路),"$2,394",,"$2,394"
"36,770",2007,Looking for an Icon,"$2,393","$2,393",
"36,771",2017,Mielensäpahoittaja,"$2,391",,"$2,391"
"36,772",2006,Blossoms of Fire,"$2,390","$2,390",
"36,773",2021,The Desert Project,"$2,390",,"$2,390"
"36,774",2023,Aincho Paincho,"$2,389",,"$2,389"
"36,775",2022,Dosarul 631,"$2,388",,"$2,388"
"36,776",2005,Sex Sells: The Making of Touche,"$2,386","$2,386",
"36,777",2017,Ramante Edenthottam,"$2,382",,"$2,382"
"36,778",2016,Mujeres de la Mina,"$2,380",,"$2,380"
"36,779",1999,A Girl Called Rose Marie,"$2,379","$2,379",
"36,780",2017,Al centro de la Tierra,"$2,379",,"$2,379"
"36,781",2008,Polar Opposites,"$2,377","$2,377",
"36,782",2005,The Optimists,"$2,377","$2,377",
"36,783",2019,La Madrugá,"$2,373",,"$2,373"
"36,784",2022,Akyn,"$2,373",,"$2,373"
"36,785",2010,Daniel y Ana,"$2,372","$2,372",
"36,786",2007,Crónica de una fuga,"$2,370","$2,370",
"36,787",1955,Ensayo de un crimen,"$2,370",,"$2,370"
"36,788",2021,The Birthday Cake,"$2,370",,"$2,370"
"36,789",2016,Darvinte Parinamam,"$2,367",,"$2,367"
"36,790",2016,In Rahon Se,"$2,366",,"$2,366"
"36,791",2022,Fucking Bornholm,"$2,364",,"$2,364"
"36,792",2014,Evergreen: The Road to Legalization,"$2,363","$2,363",
"36,793",2014,Stop the Pounding Heart,"$2,363","$2,363",
"36,794",2024,Crazy Gambling (西南东北客),"$2,362",,"$2,362"
"36,795",2017,Six Musicians and the City,"$2,361",,"$2,361"
"36,796",2009,The Village Barbershop,"$2,359","$2,359",
"36,797",2013,Porfirio,"$2,358",,"$2,358"
"36,798",2001,A Sensible Obsession,"$2,358","$2,358",
"36,799",2017,Neruppuda,"$2,356",,"$2,356"
"36,800",2004,Abouna,"$2,350","$2,350",
"36,801",1969,Une femme douce,"$2,350",,"$2,350"
"36,802",2020,2177: The San Francisco Love Hacker C…,"$2,349",,"$2,349"
"36,803",1952,Cronaca di un amore,"$2,349",,"$2,349"
"36,804",2005,Nowhere Man,"$2,348","$2,348",
"36,805",1955,"Susana, Demonio y Carne","$2,348",,"$2,348"
"36,806",2019,Une jeunesse allemande,"$2,343","$2,343",
"36,807",2021,"Rosendo: Mi tiempo, señorías","$2,343",,"$2,343"
"36,808",2016,La luna su Torino,"$2,342",,"$2,342"
"36,809",2023,Lanetli Miras: Yanlis Adres,"$2,340",,"$2,340"
"36,810",2020,Unoponchash Batash,"$2,335",,"$2,335"
"36,811",2023,Aos Nossos Filhos,"$2,333",,"$2,333"
"36,812",2010,El Súperstar: The Unlikely Rise of Ju…,"$2,330","$2,330",
"36,813",2020,Curator,"$2,329",,"$2,329"
"36,814",2017,El Pastor,"$2,328",,"$2,328"
"36,815",2018,Emma,"$2,326",,"$2,326"
"36,816",2007,You're Gonna Miss Me,"$2,324","$2,324",
"36,817",2018,Den' Pobedy,"$2,324",,"$2,324"
"36,818",2019,Psycho-Pass: Sinners of the System Ca…,"$2,323",,"$2,323"
"36,819",2019,Psycho-Pass: Sinners of the System Ca…,"$2,323",,"$2,323"
"36,820",2016,Notfilm,"$2,321",,"$2,321"
"36,821",2022,Happy Birthday,"$2,321",,"$2,321"
"36,822",2016,Berliner Philharmoniker Live 2016 - S…,"$2,320",,"$2,320"
"36,823",2021,Keyboard Fantasies,"$2,320",,"$2,320"
"36,824",2019,Ishq My Religion,"$2,317",,"$2,317"
"36,825",2020,Sententia,"$2,313",,"$2,313"
"36,826",2013,The Happy House,"$2,311","$2,311",
"36,827",2009,Confessions of a Ex-Doofus-Itchy Foot…,"$2,310","$2,310",
"36,828",2016,The Rezort,"$2,309",,"$2,309"
"36,829",1967,Playtime,"$2,306",,"$2,306"
"36,830",2016,Esa sensación,"$2,306",,"$2,306"
"36,831",2022,Prakashan Parakkatte,"$2,304",,"$2,304"
"36,832",2022,El Falsificador,"$2,304",,"$2,304"
"36,833",2018,La omisión,"$2,303",,"$2,303"
"36,834",2019,Goldie,"$2,302","$2,302",
"36,835",2023,Kadina Kadoramee Andakadaham,"$2,302",,"$2,302"
"36,836",2011,Fading of the Cries,"$2,300","$2,300",
"36,837",2019,Wedding Cha Shinema,"$2,300",,"$2,300"
"36,838",2016,Amor de mis amores,"$2,299",,"$2,299"
"36,839",2018,Khit,"$2,298",,"$2,298"
"36,840",2021,Syotbeoseu gamdokhaeng (숏버스 감독행)…,"$2,298",,"$2,298"
"36,841",2023,Kathar Basha Endra Muthuramalingam,"$2,297",,"$2,297"
"36,842",2022,The Lost Girls,"$2,296",,"$2,296"
"36,843",2023,This Much We Know,"$2,296","$2,296",
"36,844",2022,Masand,"$2,295",,"$2,295"
"36,845",2017,Rascal,"$2,293",,"$2,293"
"36,846",2017,Tigre,"$2,289",,"$2,289"
"36,847",2021,"Verplant — Wie zwei Typen versuchen, …","$2,288",,"$2,288"
"36,848",2022,Kung Fu Zohra,"$2,288",,"$2,288"
"36,849",2021,O Último Banho,"$2,287",,"$2,287"
"36,850",2024,Alemania,"$2,287",,"$2,287"
"36,851",2017,La cena blanca de Romina,"$2,286",,"$2,286"
"36,852",2019,My Mom's Friend 2,"$2,284",,"$2,284"
"36,853",2000,Chutney Popcorn,"$2,274","$2,274",
"36,854",2019,The Panti Sisters,"$2,274",,"$2,274"
"36,855",2018,The Gateway,"$2,272",,"$2,272"
"36,856",2023,Tiempo de Zarzuela,"$2,272",,"$2,272"
"36,857",2018,Una Hermana,"$2,270",,"$2,270"
"36,858",2003,Journeys With George,"$2,264","$2,264",
"36,859",2018,Joaquim,"$2,263",,"$2,263"
"36,860",1995,Baasha,"$2,261",,"$2,261"
"36,861",2019,Entre la Ola y la Roca,"$2,261",,"$2,261"
"36,862",2018,Umut Avcilari,"$2,259",,"$2,259"
"36,863",2018,Doutores Palhaços,"$2,259",,"$2,259"
"36,864",1969,L’Enfance Nue,"$2,257",,"$2,257"
"36,865",2016,Is This the Real World,"$2,256",,"$2,256"
"36,866",2018,Message Man,"$2,256",,"$2,256"
"36,867",2023,Parking,"$2,256",,"$2,256"
"36,868",2017,Escuela trashumante,"$2,255",,"$2,255"
"36,869",2005,The Overture,"$2,254","$2,254",
"36,870",2013,Blood Brother,"$2,254","$2,254",
"36,871",2021,Syotbeoseu gimyohaeng,"$2,254",,"$2,254"
"36,872",2019,Mitti: Virasat Babbaran Di,"$2,252",,"$2,252"
"36,873",2017,Udhaharanam Sujatha,"$2,251",,"$2,251"
"36,874",2021,Frey I: The Architectural Envoy,"$2,251",,"$2,251"
"36,875",2017,Red Christmas,"$2,250","$2,250",
"36,876",2019,Sousa Martins,"$2,250",,"$2,250"
"36,877",2017,Lobanovskiy Forever,"$2,249",,"$2,249"
"36,878",2006,The Big Question,"$2,248","$2,248",
"36,879",2024,Sembrando Sueños,"$2,248",,"$2,248"
"36,880",2020,Eminent Monsters: A Manual For Modern…,"$2,245",,"$2,245"
"36,881",2022,High Heat,"$2,245",,"$2,245"
"36,882",2012,Veronika Decides to Die,"$2,243",,"$2,243"
"36,883",2002,Hey Happy!,"$2,241","$2,241",
"36,884",2013,Cassadaga,"$2,241","$2,241",
"36,885",2017,"Ya Lyubit' Tebya Budu, Mozhno?","$2,241",,"$2,241"
"36,886",2010,You Won’t Miss Me,"$2,240","$2,240",
"36,887",2005,Neko no ongaeshi,"$2,240",,"$2,240"
"36,888",2017,Vigilia,"$2,240",,"$2,240"
"36,889",2017,Vapor,"$2,239",,"$2,239"
"36,890",2018,Kissing Candice,"$2,238",,"$2,238"
"36,891",2018,Happy Wedding,"$2,238",,"$2,238"
"36,892",2021,A Glitch in the Matrix,"$2,238","$2,238",
"36,893",2020,Seonsyain paemilli,"$2,238",,"$2,238"
"36,894",2020,Kaaal,"$2,238",,"$2,238"
"36,895",2008,13 Months of Sunshine,"$2,237","$2,237",
"36,896",2020,Hurt by Paradise,"$2,237",,"$2,237"
"36,897",2022,Smoke Between Trees,"$2,235",,"$2,235"
"36,898",2022,Mambo Man,"$2,235",,"$2,235"
"36,899",2015,Le printemps de Mélie,"$2,233",,"$2,233"
"36,900",2019,Regresa el Cepa,"$2,233",,"$2,233"
"36,901",1961,I mongoli,"$2,233",,"$2,233"
"36,902",2021,Otto Barbarul,"$2,232",,"$2,232"
"36,903",2023,Á Ferð með Mömmu,"$2,232",,"$2,232"
"36,904",2018,Cubanas. Mujeres En Revolución,"$2,228",,"$2,228"
"36,905",2004,Moog,"$2,227","$2,227",
"36,906",2021,Jeonjueseo gileul modda (전주에서 길을 묻다 )…,"$2,227",,"$2,227"
"36,907",2017,Thrill Ride,"$2,226","$2,226",
"36,908",1975,Le vieux fusil,"$2,225",,"$2,225"
"36,909",2023,Musical The Devil 2021 (뮤지컬 더 데빌 2021…,"$2,225",,"$2,225"
"36,910",2020,Seveled,"$2,224",,"$2,224"
"36,911",2017,La memoria de los huesos,"$2,223",,"$2,223"
"36,912",2023,"Shit: Three Women, One Dreadful Crime","$2,222",,"$2,222"
"36,913",2019,Bahtsiz Bedri,"$2,221",,"$2,221"
"36,914",2018,After Everything,"$2,220",,"$2,220"
"36,915",2017,New York Masali,"$2,220",,"$2,220"
"36,916",2019,Don't Walk Away,"$2,217",,"$2,217"
"36,917",2023,Din mintea copiilor,"$2,217",,"$2,217"
"36,918",2014,"Era Uma Vez Eu, Veronica","$2,216","$2,216",
"36,919",2017,Lesa Humanitat,"$2,216",,"$2,216"
"36,920",2017,Las (casi) no estrenadas,"$2,215",,"$2,215"
"36,921",2006,Workingman's Death,"$2,214","$2,214",
"36,922",2018,Amando a Carolina,"$2,213",,"$2,213"
"36,923",2019,Serendipity,"$2,213","$2,213",
"36,924",2021,Yes Madam - New Lady Enforcers,"$2,213",,"$2,213"
"36,925",2023,Gleich,"$2,213",,"$2,213"
"36,926",2017,Flat 211,"$2,211",,"$2,211"
"36,927",2014,Opera Australia: Madama Butterfly,"$2,211",,"$2,211"
"36,928",2004,"Still, the Children are Here","$2,210","$2,210",
"36,929",2013,Implanted,"$2,210","$2,210",
"36,930",2022,Fabrika,"$2,210",,"$2,210"
"36,931",2016,Alias María,"$2,208",,"$2,208"
"36,932",2013,InSpectres,"$2,207","$2,207",
"36,933",2017,La Hija,"$2,206",,"$2,206"
"36,934",2017,Comedie De Francais: Romeo Et Juliette,"$2,205",,"$2,205"
"36,935",2015,Geronimo,"$2,205",,"$2,205"
"36,936",2019,Last Summer,"$2,205",,"$2,205"
"36,937",2017,Thondan,"$2,204",,"$2,204"
"36,938",2016,Uncle Howard,"$2,202",,"$2,202"
"36,939",2010,Flickan,"$2,201","$2,201",
"36,940",2017,Dream Boat,"$2,199","$2,199",
"36,941",2015,Il rosso e il blu,"$2,199",,"$2,199"
"36,942",2010,Sweethearts of the Prison Rodeo,"$2,198","$2,198",
"36,943",2018,Chu Zou De Nuo La,"$2,198",,"$2,198"
"36,944",2021,Middonaito Basu,"$2,198",,"$2,198"
"36,945",2022,Avatara Purusha,"$2,198",,"$2,198"
"36,946",1998,River Red,"$2,197","$2,197",
"36,947",2019,Shongram,"$2,195",,"$2,195"
"36,948",2022,The Laureate,"$2,195",,"$2,195"
"36,949",2022,Janhit Main Jaari,"$2,195",,"$2,195"
"36,950",1998,Shopping for Fangs,"$2,194","$2,194",
"36,951",2020,El secreto de Ibosim,"$2,194",,"$2,194"
"36,952",2014,Road to Paloma,"$2,191",,"$2,191"
"36,953",2022,Mato seco em chamas,"$2,190",,"$2,190"
"36,954",2024,Taxali Gate,"$2,188",,"$2,188"
"36,955",2019,Oray,"$2,187",,"$2,187"
"36,956",2020,Monumental,"$2,187",,"$2,187"
"36,957",2004,Artworks,"$2,186","$2,186",
"36,958",2016,Taekwondo,"$2,186",,"$2,186"
"36,959",2022,Totsukuni no shojo (とつくにの少女)…,"$2,186",,"$2,186"
"36,960",2018,Sera,"$2,185",,"$2,185"
"36,961",2021,La Sombra,"$2,184",,"$2,184"
"36,962",2016,Malcriados,"$2,183",,"$2,183"
"36,963",2022,Hawar 2,"$2,181",,"$2,181"
"36,964",2021,Goyangiege Babeul Juji Maseyo (고양이에게 …,"$2,180",,"$2,180"
"36,965",2022,Keating? The Gospel According to Paul,"$2,180",,"$2,180"
"36,966",2016,Rekka,"$2,179",,"$2,179"
"36,967",2020,El cerro de los dioses,"$2,179",,"$2,179"
"36,968",2016,Interrogation,"$2,178",,"$2,178"
"36,969",2016,El Deseo de Domingo,"$2,178",,"$2,178"
"36,970",2019,Pimped,"$2,176",,"$2,176"
"36,971",2023,Plan para Buenos Aires,"$2,176",,"$2,176"
"36,972",2022,Nishana,"$2,173",,"$2,173"
"36,973",1997,Chorokmoolgogi (초록물고기),"$2,172",,"$2,172"
"36,974",2024,Os Reviento,"$2,172",,"$2,172"
"36,975",2018,The Ashram,"$2,171",,"$2,171"
"36,976",2020,Asia,"$2,170",,"$2,170"
"36,977",2019,Kurukshetra,"$2,168",,"$2,168"
"36,978",2023,21 Paraiso,"$2,168",,"$2,168"
"36,979",1952,Una mujer sin amor,"$2,167",,"$2,167"
"36,980",2019,Maryam of Tsyon - Cap I Escape to Eph…,"$2,162",,"$2,162"
"36,981",2001,Butterfly,"$2,161","$2,161",
"36,982",2019,Cinema mon amour,"$2,161",,"$2,161"
"36,983",2018,Wine Calling,"$2,160",,"$2,160"
"36,984",2016,Bollywood Made in Spain,"$2,160",,"$2,160"
"36,985",2019,Svideteli Putina,"$2,158",,"$2,158"
"36,986",2019,Cellar Door,"$2,158",,"$2,158"
"36,987",2016,"NEY: Nosotros, ellos y yo","$2,157",,"$2,157"
"36,988",2021,"7 lagos, 7 vidas","$2,153",,"$2,153"
"36,989",2023,Los Caballeros de Santiago,"$2,153",,"$2,153"
"36,990",2002,The 4th Tenor,"$2,152","$2,152",
"36,991",2002,Stripped,"$2,151","$2,151",
"36,992",2017,Royal Opera House: Alice's Adventures…,"$2,151",,"$2,151"
"36,993",2020,Um Animal Amarelo,"$2,151",,"$2,151"
